School Name,City,State,District Name,2010/11/Award Amount,Model Selected,Location
MORNINGSIDE MIDDLE,NORTH CHARLESTON,SC,CHARLESTON 01,"$712,019.00 ",Transformation,"1999 SINGLEY LN
NORTH CHARLESTON, SC 29405
(32.8775, -80.0024)"
FAIRFAX ELEM,FAIRFAX,SC,ALLENDALE 01,"$411,971.00 ",Transformation,"734 14TH ST EAST
FAIRFAX, SC 29827
(32.9518, -81.2294)"
C A JOHNSON PREPATORY ACAD,COLUMBIA,SC,RICHLAND 01,"$717,125.00 ",Transformation,"2219 BARHAMVILLE RD
COLUMBIA, SC 29204
(34.0244, -81.0192)"
SITTING BULL SCHOOL,LITTLE EAGLE,SD,SITTING BULL SCHOOL,,Transformation,"1 SCHOOL STREET, PO BOX 26
LITTLE EAGLE, SD 58335
(45.6847, -100.801)"
FAMILY IMMERSION CENTER MIDDLE - 53,SIOUX FALLS,SD,SIOUX FALLS SCHOOL DISTRICT 49-5,"$168,131.00 ",Turnaround,"201 NORTH WEST AVE
SIOUX FALLS, SD 57104
(43.5486, -96.7468)"
NEW UNDERWOOD HIGH SCHOOL - 01,NEW UNDERWOOD,SD,NEW UNDERWOOD SCHOOL DISTRICT 51-3,"$362,759.00 ",Transformation,"300 EAST ASH
NEW UNDERWOOD, SD 57761
(44.0942, -102.834)"
NORTHSIDE HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$267,249.00 ",Turnaround,"1212 VOLLINTINE
MEMPHIS, TN 38107
(35.1654, -90.0167)"
HAMILTON HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$274,487.00 ",Transformation,"1363 PERSON
MEMPHIS, TN 38106
(35.1006, -90.0191)"
HOWARD ACADEMY OF ACADEMICS TECHNOLOGY,CHATTANOOGA,TN,HAMILTON COUNTY SCHOOL DISTRCT,"$629,999.00 ",Turnaround,"2500 SOUTH MARKET ST
CHATTANOOGA, TN 37408
(35.0259, -85.3088)"
TREZEVANT HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$306,934.00 ",Transformation,"3350 TREZEVANT
MEMPHIS, TN 38127
(35.2166, -89.9786)"
FRAYSER MIDDLE/ HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$248,250.00 ",Transformation,"1530 DELLWOOD
MEMPHIS, TN 38127
(35.2132, -90.0125)"
HIXSON HIGH SCHOOL,HIXSON,TN,HAMILTON COUNTY SCHOOL DISTRCT,"$620,296.00 ",Transformation,"5705 MIDDLE VALLEY RD
HIXSON, TN 37343
(35.1557, -85.2224)"
SHEFFIELD HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$376,370.00 ",Turnaround,"4315 SHEFFIELD
MEMPHIS, TN 38118
(35.0627, -89.9197)"
MANASSAS HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$269,863.00 ",Turnaround,"781 FIRESTONE BLVD
MEMPHIS, TN 38107
(35.1747, -90.0309)"
MOUNT PLEASANT HIGH SCHOOL,MT PLEASANT,TN,MAURY COUNTY SCHOOL DISTRICT,"$736,026.00 ",Transformation,"600 NORTH GREENWOOD AVE
MT PLEASANT, TN 38474
(35.5434, -87.2103)"
RALEIGH EGYPT MIDDLE SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$103,092.00 ",Turnaround,"4215 ALICE ANN DR
MEMPHIS, TN 38128
(35.2403, -89.9287)"
KINGSBURY MIDDLE/HIGH SCHOOL,MEMPHIS,TN,MEMPHIS CITY SCHOOL DISTRICT,"$259,513.00 ",Transformation,"1270 NORTH GRAHAM
MEMPHIS, TN 38122
(35.1665, -89.9243)"
AUSTIN EAST HIGH/MAGNET SCHOOL,KNOXVILLE,TN,KNOX COUNTY SCHOOL DISTRICT,"$905,629.00 ",Turnaround,"2800 M L KING JR AVE
KNOXVILLE, TN 37914
(35.9889, -83.8884)"
SUNSET H S,EL PASO,TX,EL PASO ISD,,Transformation,"6531 BOEING DR
EL PASO, TX 79925
(31.7951, -106.398)"
SOUTHWEST PREPARATORY SCHOOL-NORTHWEST,SAN ANTONIO,TX,SOUTHWEST PREPARATORY SCHOOL,,Transformation,"6535 CULEBRA RD
SAN ANTONIO, TX 78238
(29.4511, -98.6183)"
NORTH FOREST H S,HOUSTON,TX,NORTH FOREST ISD,,Transformation,"7525 TIDWELL RD
HOUSTON, TX 77016
(29.8486, -95.2964)"
FRANKLIN D ROOSEVELT HIGH SCHOOL,DALLAS,TX,DALLAS ISD,,Transformation,"525 BONNIE VIEW RD
DALLAS, TX 75203
(32.7423, -96.7966)"
JUAREZ-LINCOLN H S,LA JOYA,TX,LA JOYA ISD,,Transformation,"801 NORTH COYOTE DR
LA JOYA, TX 78560
(26.2358, -98.4771)"
JOHN H WOOD JR CS GRANBURY,GRANBURY,TX,JOHN H WOOD JR PUBLIC CHARTER DISTRICT,,Transformation,"1300 CROSSLAND RD
GRANBURY, TX 76048
(32.4454, -97.8067)"
REAGAN H S,AUSTIN,TX,AUSTIN ISD,,Transformation,"7104 BERKMAN DR
AUSTIN, TX 78752
(30.324, -97.69)"
SENTRY TECHNOLOGY PREP SCH,BROWNSVILLE,TX,ONE STOP MULTISERVICE CHARTER SCHOOL,,Transformation,"508 EAST ELIZABETH
BROWNSVILLE, TX 78520
(25.9057, -97.5031)"
LEE H S,HOUSTON,TX,HOUSTON ISD,,Transformation,"6529 BEVERLY HILL LN
HOUSTON, TX 77057
(29.7305, -95.5)"
GEORGE I SANCHEZ CHARTER H S SAN ANTONIO BRANCH,SAN ANTONIO,TX,GEORGE I SANCHEZ CHARTER HS SAN ANTONIO BRANCH,,Transformation,"201 MEREDITH DR
SAN ANTONIO, TX 78228
(29.4658, -98.5432)"
FLORESVILLE CHOICE PROGRAM,FLORESVILLE,TX,FLORESVILLE ISD,,Turnaround,"501 10TH ST
FLORESVILLE, TX 78114
(29.1497, -98.1623)"
MID-VALLEY ACADEMY,MERCEDES,TX,MID-VALLEY ACADEMY,,Transformation,"103 EAST 2ND ST
MERCEDES, TX 78570
(26.15, -97.9095)"
PROFIT MAGNET HIGH SCHOOL,VICTORIA,TX,VICTORIA ISD,,Transformation,"104 PROFIT DR
VICTORIA, TX 77901
(28.8069, -96.9806)"
SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,SAN ANTONIO,TX,SOUTHWEST PREPARATORY SCHOOL,,Transformation,"735 SOUTH WW WHITE RD
SAN ANTONIO, TX 78220
(29.419, -98.4056)"
MERCEDES ACADEMIC ACADEMY,MERCEDES,TX,MERCEDES ISD,,Transformation,"333 SOUTH OHIO ST
MERCEDES, TX 78570
(26.1486, -97.9122)"
STARR ACADEMY,BOYS RANCH,TX,BOYS RANCH ISD,,Transformation,"164 RIVER RD
BOYS RANCH, TX 79010
(35.531, -102.251)"
JOHN H WOOD JR CHARTER SCHOOL AT AFTON OAKS,SAN ANTONIO,TX,JOHN H WOOD JR PUBLIC CHARTER DISTRICT,,Transformation,"620 EAST AFTON OAKS BLVD
SAN ANTONIO, TX 78232
(29.6067, -98.4827)"
H M KING HIGH SCHOOL,KINGSVILLE,TX,KINGSVILLE ISD,,Transformation,"2210 SOUTH BRAHMA BLVD
KINGSVILLE, TX 78363
(27.4926, -97.8558)"
ALICE H S,ALICE,TX,ALICE ISD,,Transformation,"1 COYOTE TRL
ALICE, TX 78332
(27.7596, -98.0521)"
ONE STOP MULTISERVICE,WESLACO,TX,ONE STOP MULTISERVICE CHARTER SCHOOL,,Transformation,"615 SOUTH INTERNATIONAL
WESLACO, TX 78596
(26.1538, -97.9584)"
KASHMERE H S,HOUSTON,TX,HOUSTON ISD,,Transformation,"6900 WILEYVALE ST
HOUSTON, TX 77028
(29.822, -95.3151)"
SOUTH PLAINS ACADEMY,LUBBOCK,TX,SOUTH PLAINS,,Transformation,"4008 AVE R
LUBBOCK, TX 79412
(33.5576, -101.857)"
TELLES ACADEMY,EL PASO,TX,EL PASO ISD,,Transformation,"320 SOUTH CAMPBELL ST
EL PASO, TX 79901
(31.757, -106.483)"
PASO DEL NORTE ACADEMY,EL PASO,TX,PASO DEL NORTE,,Transformation,"711 NORTH MESA
EL PASO, TX 79902
(31.7629, -106.491)"
HOUSTON H S,SAN ANTONIO,TX,SAN ANTONIO ISD,,Transformation,"4635 EAST HOUSTON ST
SAN ANTONIO, TX 78220
(29.4241, -98.4026)"
JUVENILE DETENTION CTR,EDINBURG,TX,EDINBURG CISD,,Transformation,"3100 SOUTH HWY 281
EDINBURG, TX 78539
(26.2749, -98.1703)"
SOUTHWEST PREPARATORY SCHOOL,SAN ANTONIO,TX,SOUTHWEST PREPARATORY SCHOOL,,Transformation,"1258 AUSTIN HWY
SAN ANTONIO, TX 78209
(29.489, -98.4439)"
ESTACADO H S,LUBBOCK,TX,LUBBOCK ISD,,Transformation,"1504 EAST ITASCA ST
LUBBOCK, TX 79403
(33.6084, -101.822)"
PAUL A BROWN ALTERNATIVE CENTER,BEAUMONT,TX,BEAUMONT ISD,,Transformation,"1900 POPE ST
BEAUMONT, TX 77703
(30.1102, -94.1158)"
RAVEN SCHOOL,NEW WAVERLY,TX,RAVEN SCHOOL,,Transformation,"143 FOREST SERVICE RD 233
NEW WAVERLY, TX 77358
(30.5211, -95.4766)"
NEW ASPIRATIONS,HOUSTON,TX,HOUSTON ISD,,Transformation,"7055 BEECHNUT
HOUSTON, TX 77074
(29.691, -95.5082)"
AZLEWAY CHARTER SCHOOL PINE MOUNTAIN,PALESTINE,TX,AZLEWAY CHARTER SCHOOL,,Turnaround,"600 PR 8404
PALESTINE, TX 75803
(30.0692, -99.2247)"
GEORGE I SANCHEZ H S,HOUSTON,TX,GEORGE I SANCHEZ CHARTER,,Transformation,"6001 GULF FWY BLDG B3
HOUSTON, TX 77023
(29.7154, -95.3119)"
JONES H S,HOUSTON,TX,HOUSTON ISD,,Transformation,"7414 ST LO RD
HOUSTON, TX 77033
(29.6751, -95.3423)"
MID-VALLEY ACADEMY (9-12),SAN BENITO,TX,MID-VALLEY ACADEMY,,Transformation,"1785 WEST BUSINESS HWY 77
SAN BENITO, TX 78586
(26.1558, -97.6512)"
SCHOOL-AGE PARENT CTR,EL PASO,TX,EL PASO ISD,,Transformation,"1170 WALNUT ST
EL PASO, TX 79930
(31.7819, -106.473)"
FOCUS LEARNING ACADEMY,DALLAS,TX,FOCUS LEARNING ACADEMY,,Transformation,"2524 WEST LEDBETTER DR
DALLAS, TX 75233
(32.6903, -96.8596)"
FOX TECHNICAL H S,SAN ANTONIO,TX,SAN ANTONIO ISD,,Transformation,"637 NORTH MAIN AVE
SAN ANTONIO, TX 78205
(29.4334, -98.494)"
H GRADY SPRUCE H S,DALLAS,TX,DALLAS ISD,,Transformation,"9733 OLD SEAGOVILLE RD
DALLAS, TX 75217
(32.7087, -96.6544)"
POSITIVE SOLUTIONS CHARTER,SAN ANTONIO,TX,POSITIVE SOLUTIONS CHARTER SCHOOL,,Transformation,"1325 NORTH FLORES STE 100
SAN ANTONIO, TX 78212
(29.4387, -98.5034)"
LA JOYA PALMVIEW H S,LA JOYA,TX,LA JOYA ISD,,Transformation,"603 NORTH COYOTE DR
LA JOYA, TX 78560
(26.2358, -98.4771)"
TRAVIS H S,AUSTIN,TX,AUSTIN ISD,,Transformation,"1211 EAST OLTORF ST
AUSTIN, TX 78704
(30.2347, -97.744)"
CHILDREN OF THE SUN,RIO GRANDE CITY,TX,ONE STOP MULTISERVICE CHARTER SCHOOL,,Transformation,"5324 EAST US HWY 83 STE 2
RIO GRANDE CITY, TX 78582
(26.3549, -98.7723)"
SHARPSTOWN H S,HOUSTON,TX,HOUSTON ISD,,Transformation,"7504 BISSONNET ST
HOUSTON, TX 77074
(29.6841, -95.516)"
AZLEWAY CHARTER SCHOOL,TYLER,TX,AZLEWAY CHARTER SCHOOL,,Transformation,"15892 CR26
TYLER, TX 75707
(32.3484, -95.1425)"
ACADEMY HIGH SCHOOL,BUDA,TX,HAYS CISD,,Transformation,"4950 JACK C HAYS TRL
BUDA, TX 78610
(30.0348, -97.8879)"
CONTEMPORARY LRN CTR H S,HOUSTON,TX,HOUSTON ISD,,Transformation,"1906 CLEBURNE ST
HOUSTON, TX 77004
(29.7305, -95.3745)"
MID-VALLEY ACADEMY-MCALLEN,MCALLEN,TX,MID-VALLEY ACADEMY,,Transformation,"200 NORTH 17TH ST
MCALLEN, TX 78501
(26.206, -98.2375)"
ODYSSEY ELEMENTARY,OGDEN,UT,OGDEN DISTRICT,"$549,444.00 ",Transformation,"375 GODDARD
OGDEN, UT 84403
(41.2045, -111.972)"
BLUFF SCHOOL,BLUFF,UT,SAN JUAN DISTRICT,"$278,779.00 ",Transformation,"OLD MAIN HWY
BLUFF, UT 84512
(37.6288, -109.478)"
JAMES MADISON ELEMENTARY,OGDEN,UT,OGDEN DISTRICT,"$549,444.00 ",Transformation,"2563 MONROE BLVD
OGDEN, UT 84401
(41.2192, -111.959)"
NORTHWEST MIDDLE,SALT LAKE CITY,UT,SALT LAKE DISTRICT,"$806,790.00 ",Transformation,"1730 WEST 1700 NORTH
SALT LAKE CITY, UT 84116
(40.8057, -111.94)"
DEE SCHOOL,OGDEN,UT,OGDEN DISTRICT,"$549,444.00 ",Transformation,"550 - 22ND ST
OGDEN, UT 84401
(41.2269, -111.966)"
GLENDALE MIDDLE,SALT LAKE CITY,UT,SALT LAKE DISTRICT,"$806,790.00 ",Transformation,"1430 ANDREW AVE
SALT LAKE CITY, UT 84104
(40.7369, -111.93)"
GRANGER HIGH,WEST VALLEY CITY,UT,GRANITE DISTRICT,"$710,934.00 ",Transformation,"3690 SOUTH 3600 WEST
WEST VALLEY CITY, UT 84119
(40.6921, -111.977)"
FRED D. THOMPSON MIDDLE,RICHMOND,VA,RICHMOND CITY PBLC SCHS,"$501,500.00 ",Transformation,"7824 FOREST HILL AVE
RICHMOND, VA 23225
(37.534, -77.5399)"
LAKE TAYLOR MIDDLE,NORFOLK,VA,NORFOLK CITY PBLC SCHS,"$135,251.00 ",Transformation,"1380 KEMPSVILLE RD
NORFOLK, VA 23502
(36.869, -76.2044)"
FRIES MIDDLE,FRIES,VA,GRAYSON CO PBLC SCHS,"$500,000.00 ",Transformation,"114 EAST MAIN ST
FRIES, VA 24330
(36.7149, -80.9733)"
T.C. WILLIAMS HIGH,ALEXANDRIA,VA,ALEXANDRIA CITY PBLC SCHS,$2.00 ,Transformation,"3330 KING ST
ALEXANDRIA, VA 22302
(38.8248, -77.0857)"
WESTSIDE ELEM.,ROANOKE,VA,ROANOKE CITY PBLC SCHS,"$580,100.00 ",Transformation,"1441 WESTSIDE BLVD NW
ROANOKE, VA 24017
(37.3009, -79.995)"
PRINCE EDWARD COUNTY HIGH,FARMVILLE,VA,PRINCE EDWARD CO PBLC SCHS,"$499,586.00 ",Transformation,"35 EAGLE DR
FARMVILLE, VA 23901
(37.2941, -78.3844)"
CENTRAL HIGH,KING AND QUEEN C H,VA,KING AND QUEEN CO PBLC SCHS,"$685,661.00 ",Transformation,"17024 THE TRAIL
KING AND QUEEN C H, VA 23085
(37.6753, -76.8836)"
LANGSTON FOCUS SCHOOL,DANVILLE,VA,DANVILLE CITY PBLC SCHS,"$946,198.00 ",Restart,"228 CLEVELAND ST
DANVILLE, VA 24541
(36.5835, -79.4056)"
ARMSTRONG HIGH,RICHMOND,VA,RICHMOND CITY PBLC SCHS,"$859,600.00 ",Restart,"2300 COOL LN
RICHMOND, VA 23223
(37.5524, -77.4031)"
PEABODY MIDDLE,PETERSBURG,VA,PETERSBURG CITY PBLC SCHS,"$460,723.00 ",Transformation,"725 WESLEY ST
PETERSBURG, VA 23803
(37.2175, -77.4102)"
NEW BRIDGE SCHOOL,RICHMOND,VA,HENRICO CO PBLC SCHS,"$50,000.00 ",Closure,"5915 NINE MILE RD
RICHMOND, VA 23223
(37.551, -77.3434)"
COLONIAL BEACH HIGH,COLONIAL BEACH,VA,COLONIAL BEACH PBLC SCHS,"$571,500.00 ",Transformation,"100 FIRST ST
COLONIAL BEACH, VA 22443
(38.2601, -76.9667)"
ELLEN W. CHAMBLISS ELEM.,WAKEFIELD,VA,SUSSEX CO PBLC SCHS,"$400,000.00 ",Restart,"10415 HIGGINS ST
WAKEFIELD, VA 23888
(36.9756, -76.9972)"
THOMAS C. BOUSHALL MIDDLE,RICHMOND,VA,RICHMOND CITY PBLC SCHS,"$613,340.00 ",Restart,"3400 HOPKINS RD
RICHMOND, VA 23234
(37.4709, -77.4686)"
RUFFNER MIDDLE,NORFOLK,VA,NORFOLK CITY PBLC SCHS,"$135,542.00 ",Transformation,"610 MAY AVE
NORFOLK, VA 23504
(36.8474, -76.2767)"
VA. RANDOLPH COMM. HIGH,GLEN ALLEN,VA,HENRICO CO PBLC SCHS,"$50,000.00 ",Closure,"2204 MOUNTAIN RD
GLEN ALLEN, VA 23060
(37.6615, -77.483)"
JAMES S. RUSSELL MIDDLE,LAWRENCEVILLE,VA,BRUNSWICK CO PBLC SCHS,"$490,820.00 ",Transformation,"19400 CHRISTANNA HWY
LAWRENCEVILLE, VA 23868
(36.7802, -77.8766)"
SUSSEX CENTRAL MIDDLE,SUSSEX,VA,SUSSEX CO PBLC SCHS,"$529,167.00 ",Restart,"21356 SUSSEX DR
SUSSEX, VA 23884
(36.915, -77.2794)"
MOUNT ABRAHAM UHSD #28,BRISTOL,VT,MOUNT ABRAHAM UHSD #28,"$230,110.00 ",Transformation,"220 AIRPOROUTE DR
BRISTOL, VT 5443
(44.1355, -73.0934)"
NORTHFIELD ELEMENTARY SCHOOL,NORTHFIELD,VT,NORTHFIELD SCHOOL DISTRICT,"$215,600.00 ",Transformation,"10 CROSS ST
NORTHFIELD, VT 5663
(44.1545, -72.6617)"
H. O. WHEELER SCHOOL,BURLINGTON,VT,BURLINGTON SCHOOL DISTRICT,"$368,200.00 ",Transformation,"6 ARCHIBALD ST
BURLINGTON, VT 5401
(44.488, -73.2139)"
LAMOILLE UHSD #18,HYDE PARK,VT,LAMOILLE UHSD #18,"$242,458.00 ",Transformation,"736 VT ROUTE 15 WEST
HYDE PARK, VT 5655
(44.6072, -72.612)"
WINOOSKI HIGH SCHOOL,WINOOSKI,VT,WINOOSKI SCHOOL DISTRICT,"$166,477.00 ",Transformation,"80 NORMAND ST
WINOOSKI, VT 5404
(44.5012, -73.181)"
ST. JOHNSBURY SCHOOL,ST JOHNSBURY,VT,SAINT JOHNSBURY SCHOOL DISTRICT,"$380,045.00 ",Transformation,"257 WESTERN AVE
ST JOHNSBURY, VT 5819
(44.4166, -72.0247)"
JOHNSON ELEMENTARY SCHOOL,JOHNSON,VT,JOHNSON SCHOOL DISTRICT,"$192,559.00 ",Transformation,"57 COLLEGE HILL
JOHNSON, VT 5656
(44.637, -72.6748)"
WINDSOR HIGH SCHOOL,WINDSOR,VT,WINDSOR SCHOOL DISTRICT,"$257,889.00 ",Transformation,"19 ASCUTNEY ST
WINDSOR, VT 5089
(43.4799, -72.3946)"
RUTLAND SENIOR HIGH SCHOOL,RUTLAND,VT,RUTLAND CITY SCHOOL DISTRICT,"$382,364.00 ",Transformation,"22 STRATTON RD
RUTLAND, VT 5701
(43.6176, -72.9546)"
FAIR HAVEN UHSD #16,FAIR HAVEN,VT,FAIR HAVEN UHSD #16,"$314,781.00 ",Transformation,"33 MECHANIC ST EXTENSION
FAIR HAVEN, VT 5743
(43.6013, -73.2704)"
STEWART,TACOMA,WA,TACOMA SCHOOL DISTRICT,"$152,512.00 ",Turnaround,"5010 PACIFIC AVE
TACOMA, WA 98408
(47.2109, -122.435)"
SUNNYSIDE HIGH SCHOOL,SUNNYSIDE,WA,SUNNYSIDE SCHOOL DISTRICT,"$162,541.00 ",Transformation,"1801 EAST EDISON AVE
SUNNYSIDE, WA 98944
(46.3237, -119.997)"
TULALIP ELEMENTARY,MARYSVILLE,WA,MARYSVILLE SCHOOL DISTRICT,"$734,480.00 ",Turnaround,"7730 36TH AVE NW
MARYSVILLE, WA 98271
(48.0661, -122.281)"
CASCADE MIDDLE SCHOOL,SEATTLE,WA,HIGHLINE SCHOOL DISTRICT,"$730,000.00 ",Transformation,"11212 10TH AVE SW
SEATTLE, WA 98146
(47.5019, -122.347)"
ADAMS ELEMENTARY SCHOOL,YAKIMA,WA,YAKIMA SCHOOL DISTRICT,"$116,293.00 ",Transformation,"723 SOUTH 8TH ST
YAKIMA, WA 98901
(46.5953, -120.491)"
HAWTHORNE ELEMENTARY SCHOOL,SEATTLE,WA,SEATTLE PUBLIC SCHOOLS,"$533,531.00 ",Transformation,"4100 39 AV SOUTH
SEATTLE, WA 98118
(47.5661, -122.284)"
MARYSVILLE MIDDLE SCHOOL,MARYSVILLE,WA,MARYSVILLE SCHOOL DISTRICT,"$109,526.00 ",Transformation,"4923 67TH ST NE
MARYSVILLE, WA 98270
(48.0567, -122.164)"
GRANDVIEW MIDDLE SCHOOL,GRANDVIEW,WA,GRANDVIEW SCHOOL DISTRICT,"$1,055.00 ",Transformation,"1401 WEST 2ND ST
GRANDVIEW, WA 98930
(46.2549, -119.921)"
WELLPINIT ELEMENTARY SCHOOL,WELLPINIT,WA,WELLPINIT SCHOOL DISTRICT,"$178,996.00 ",Transformation,"6270 FORD WELLPINIT RD
WELLPINIT, WA 99040
(47.9041, -117.922)"
JASON LEE,TACOMA,WA,TACOMA SCHOOL DISTRICT,"$100,573.00 ",Transformation,"602 NORTH SPRAGUE AVE
TACOMA, WA 98403
(47.2563, -122.465)"
HIGH POINT ELEMENTARY SCHOOL,SEATTLE,WA,SEATTLE PUBLIC SCHOOLS,"$452,925.00 ",Transformation,"6760 34 AV SW
SEATTLE, WA 98126
(47.5417, -122.375)"
MONTICELLO MIDDLE SCHOOL,LONGVIEW,WA,LONGVIEW SCHOOL DISTRICT,"$515,546.00 ",Transformation,"1225 28TH AVE
LONGVIEW, WA 98632
(46.1383, -122.958)"
STANTON ALTERNATIVE SCHOOL,YAKIMA,WA,YAKIMA SCHOOL DISTRICT,"$945,312.00 ",Transformation,"901 WEST WHITMAN ST
YAKIMA, WA 98903
(46.5672, -120.519)"
ANGELO GIAUDRONE MIDDLE SCHOOL,TACOMA,WA,TACOMA SCHOOL DISTRICT,"$138,656.00 ",Turnaround,"4902 SOUTH ALASKA ST
TACOMA, WA 98408
(47.2118, -122.459)"
HUNT,TACOMA,WA,TACOMA SCHOOL DISTRICT,"$95,320.00 ",Closure,"6501 SOUTH 10TH ST
TACOMA, WA 98465
(47.2527, -122.524)"
CLEVELAND HIGH SCHOOL,SEATTLE,WA,SEATTLE PUBLIC SCHOOLS,"$756,677.00 ",Transformation,"5511 15 AVE SOUTH
SEATTLE, WA 98108
(47.5522, -122.313)"
CHINOOK MIDDLE SCHOOL,SEATAC,WA,HIGHLINE SCHOOL DISTRICT,"$730,000.00 ",Transformation,"18650 42ND AVE SOUTH
SEATAC, WA 98188
(47.4354, -122.282)"
WASHINGTON MIDDLE SCHOOL,YAKIMA,WA,YAKIMA SCHOOL DISTRICT,"$115,268.00 ",Transformation,"510 SOUTH 9TH ST
YAKIMA, WA 98901
(46.5986, -120.491)"
FOSTER & WILLIAMS HIGH SCHOOL OF THE VISUAL ARTS,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$5,000.00 ",Closure,"6700 NORTH 80TH ST
MILWAUKEE, WI 53223
(43.1399, -88.0105)"
DUBOIS HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$5,000.00 ",Closure,"4141 NORTH 64TH ST
MILWAUKEE, WI 53216
(43.0943, -87.9933)"
CUSTER HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$650,093.00 ",Restart,"5075 NORTH SHERMAN BLVD
MILWAUKEE, WI 53209
(43.1092, -87.9672)"
JAMES MADISON ACADEMIC CAMPUS,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$749,320.00 ",Transformation,"8135 WEST FLORIST AVE
MILWAUKEE, WI 53218
(43.1259, -88.0127)"
VINCENT HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$928,024.00 ",Transformation,"7501 NORTH GRANVILLE RD
MILWAUKEE, WI 53224
(43.1546, -88.0321)"
BAY VIEW HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$134,909.00 ",Transformation,"2751 SOUTH LENOX ST
MILWAUKEE, WI 53207
(42.9944, -87.8988)"
DOWNTOWN INSTITUTE OF ARTS & LETTERS (DIAL),MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$5,000.00 ",Closure,"227 WEST PLACEEASANT ST
MILWAUKEE, WI 53212
(43.0525, -87.9131)"
SOUTH DIVISION HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$124,643.00 ",Transformation,"1515 WEST LAPHAM BLVD
MILWAUKEE, WI 53204
(43.0142, -87.9317)"
MILWAUKEE AFRICAN AMERICAN IMMERSION HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$567,905.00 ",Restart,"1011 WEST CENTER ST
MILWAUKEE, WI 53206
(43.0676, -87.9244)"
WHS LAW EDUCATION & PUBLIC SERVICE,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$5,000.00 ",Closure,"2525 NORTH SHERMAN BLVD
MILWAUKEE, WI 53210
(43.0651, -87.9683)"
BRADLEY TECHNOLOGY HIGH,MILWAUKEE,WI,MILWAUKEE SCHOOL DISTRICT,"$1,202.00 ",Transformation,"700 SOUTH FOURTH ST
MILWAUKEE, WI 53204
(43.0242, -87.9154)"
HAMLIN PK-8,HAMLIN,WV,LINCOLN COUNTY SCHOOLS,"$258,600.00 ",Transformation,"8130 COUROUTE ST
HAMLIN, WV 25523
(38.2787, -82.1042)"
RIVERSIDE HIGH SCHOOL,BELLE,WV,KANAWHA COUNTY SCHOOLS,"$481,900.00 ",Transformation,"1 WARRIOR WAY
BELLE, WV 25015
(38.2134, -81.5182)"
DODDRIDGE COUNTY ELEMENTARY SCHOOL,WEST UNION,WV,DODDRIDGE COUNTY SCHOOLS,"$464,200.00 ",Transformation,"ROUTE 2 BOX 35-D
WEST UNION, WV 26456
(39.3027, -80.7765)"
MOUNT VIEW HIGH SCHOOL,WELCH,WV,MCDOWELL COUNTY SCHOOLS,"$450,000.00 ",Transformation,"950 MOUNT VIEW RD
WELCH, WV 24801
(37.4037, -81.5432)"
WEST HAMLIN ELEMENTARY,WEST HAMLIN,WV,LINCOLN COUNTY SCHOOLS,"$156,660.00 ",Transformation,"ROUTE 1 BOX 112A
WEST HAMLIN, WV 25571
(38.2813, -82.1979)"
MALDEN ELEMENTARY SCHOOL,CHARLESTON,WV,KANAWHA COUNTY SCHOOLS,"$217,598.00 ",Transformation,"4001 SALINAS DR
CHARLESTON, WV 25306
(38.301, -81.558)"
MARTINSBURG NORTH MIDDLE SCHOOL,MARTINSBURG,WV,BERKELEY COUNTY SCHOOLS,"$461,690.00 ",Transformation,"250 EAST RD
MARTINSBURG, WV 25401
(39.4724, -77.9491)"
SANDY RIVER MIDDLE SCHOOL,AVONDALE,WV,MCDOWELL COUNTY SCHOOLS,"$370,000.00 ",Transformation,"ROUTE 80
AVONDALE, WV 24811
(37.4021, -81.7854)"
STONEWALL JACKSON MIDDLE SCHOOL,CHARLESTON,WV,KANAWHA COUNTY SCHOOLS,"$241,211.00 ",Transformation,"812 PARK AVE
CHARLESTON, WV 25302
(38.3671, -81.6506)"
